,Braid,Epoch,Step,Reward,Action_list
0,[ 1 -2 -2  3  1  2  1],0,7,0.05,"[3, 2, 3, 8, 2, 8, 9, 3, 9, 3, 3, 1, 3, 3, 8, 8, 8, 3, 3, 8, 9, 8, 3, 2, 3, 2, 5, 9, 2, 9, 3, 8, 3, 8, 2, 3, 8, 9, 8, 8, 3, 3, 8, 9, 9, 8, 3, 3, 8, 3, 3, 8, 9, 3, 3, 8, 3, 3, 5, 3, 3, 3, 3, 8, 2, 3, 8, 3, 2, 0, 9, 3, 3, 8, 3, 8, 3, 2, 3, 2, 9, 2, 3, 2, 0, 3, 9, 3, 3, 2, 3, 3, 3, 2, 0]"
0,[ 1 -2 -2  3  1  2  1],0,8,0.07,"[3, 8, 2, 8, 3, 8, 8, 8, 2, 2, 9, 2, 3, 2, 3, 3, 9, 9, 2, 8, 2, 3, 3, 3, 3, 3, 2, 2, 1, 10, 3, 3, 2, 8, 3, 8, 3, 8, 3, 3, 8, 8, 3, 3, 8, 3, 3, 3, 0, 3, 8, 9, 3, 3, 3, 8, 8, 9, 8, 9, 9, 3, 8, 2, 8, 8, 3, 3, 3, 9, 3, 8, 3, 8, 2, 0, 8, 3, 3, 3, 8, 3, 2, 8, 3, 3, 8, 3, 8, 8, 10, 3, 0]"
0,[ 1 -2 -2  3  1  2  1],0,11,0.01,"[8, 8, 8, 3, 3, 9, 3, 3, 8, 8, 3, 8, 3, 3, 8, 3, 3, 2, 9, 8, 8, 2, 2, 9, 2, 8, 2, 3, 3, 3, 8, 8, 8, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 9, 3, 8, 8, 5, 3, 3, 0, 3, 3, 3, 3, 2, 3, 8, 9, 9, 3, 9, 2, 2, 3, 8, 8, 3, 8, 8, 8, 3, 2, 8, 3, 9, 3, 3, 2, 8, 3, 8, 3, 3, 3, 0, 3, 8, 3, 3, 8, 3, 2, 3, 9, 3, 8, 8, 0]"
0,[ 1 -2 -2  3  1  2  1],0,14,0.13,"[9, 3, 8, 3, 2, 3, 3, 8, 3, 2, 8, 8, 3, 3, 3, 3, 8, 8, 3, 3, 3, 2, 9, 3, 8, 3, 2, 3, 3, 9, 8, 3, 8, 0, 8, 3, 8, 3, 3, 3, 10, 8, 3, 8, 3, 3, 3, 9, 3, 2, 2, 3, 8, 3, 2, 8, 8, 8, 8, 3, 9, 3, 3, 5, 3, 8, 3, 3, 8, 3, 3, 9, 3, 8, 8, 3, 8, 9, 8, 2, 3, 0, 8, 3, 3, 3, 0]"
0,[ 1 -2 -2  3  1  2  1],0,16,-0.91,"[2, 3, 3, 3, 3, 0, 3, 9, 3, 3, 8, 8, 3, 9, 8, 9, 2, 2, 3, 3, 3, 3, 2, 8, 3, 2, 3, 6, 3, 3, 8, 9, 8, 3, 8, 8, 3, 3, 8, 8, 3, 3, 3, 2, 3, 8, 3, 2, 3, 3, 8, 3, 3, 9, 3, 3, 3, 9, 9, 8, 8, 3, 3, 2, 6, 9, 8, 8, 3, 2, 3, 3, 9, 3, 3, 8, 3, 3, 8, 3, 2, 9, 3, 3, 0, 8, 9, 3, 3, 8, 9, 3, 3, 2, 3, 2, 2, 2, 9, 3, 3, 3, 3, 3, 9, 8, 3, 8, 3, 3, 8, 3, 9, 8, 3, 8, 6, 9, 8, 8, 9, 3, 8, 9, 2, 3, 3, 3, 8, 9, 8, 2, 9, 3, 8, 3, 8, 3, 3, 9, 3, 2, 8, 9, 6, 2, 8, 8, 8, 3, 2, 9, 3, 3, 8, 3, 3, 3, 3, 3, 3, 3, 3, 3, 8, 3, 9, 9, 3, 2, 8, 3, 2, 3, 3, 3, 8, 8, 3, 2, 2, 3, 9, 2, 8, 3, 3, 8, 3, 8, 0]"
0,[ 1 -2 -2  3  1  2  1],0,19,0.57,"[3, 3, 3, 3, 3, 2, 3, 3, 2, 8, 9, 8, 3, 8, 3, 3, 2, 8, 9, 5, 3, 2, 8, 0, 3, 3, 3, 8, 0, 3, 2, 3, 8, 3, 3, 9, 8, 9, 9, 3, 3, 3, 0]"
0,[ 1 -2 -2  3  1  2  1],0,20,-0.33,"[3, 3, 3, 3, 3, 0, 3, 8, 8, 2, 3, 3, 9, 8, 3, 8, 2, 3, 8, 2, 8, 3, 3, 3, 3, 3, 3, 3, 8, 3, 8, 3, 5, 2, 8, 8, 3, 3, 2, 3, 3, 3, 0, 3, 2, 3, 3, 3, 8, 3, 2, 2, 9, 8, 2, 3, 3, 3, 8, 3, 9, 9, 2, 8, 9, 3, 2, 8, 9, 3, 3, 8, 3, 8, 3, 8, 3, 8, 2, 3, 10, 3, 3, 8, 8, 9, 3, 8, 9, 3, 3, 3, 8, 3, 3, 3, 9, 8, 3, 8, 3, 8, 2, 2, 9, 6, 2, 2, 9, 9, 9, 9, 2, 8, 3, 3, 8, 8, 8, 3, 3, 2, 8, 2, 3, 3, 8, 8, 3, 8, 3, 8, 0]"
0,[ 1 -2 -2  3  1  2  1],0,26,-0.03,"[3, 3, 3, 3, 8, 2, 3, 3, 3, 3, 8, 9, 3, 2, 2, 8, 2, 9, 9, 2, 3, 3, 3, 8, 3, 3, 0, 8, 3, 3, 2, 9, 8, 3, 3, 3, 9, 8, 2, 3, 3, 9, 8, 3, 2, 9, 2, 8, 3, 0, 3, 2, 2, 2, 3, 9, 8, 8, 8, 8, 3, 3, 8, 8, 3, 9, 9, 2, 2, 8, 3, 3, 8, 2, 3, 8, 2, 2, 3, 3, 3, 3, 3, 3, 2, 3, 8, 9, 3, 9, 3, 3, 8, 3, 3, 3, 9, 3, 3, 3, 9, 3, 0]"
0,[ 1 -2 -2  3  1  2  1],0,31,0.32,"[3, 9, 8, 3, 3, 2, 3, 3, 3, 3, 3, 8, 8, 9, 3, 2, 2, 9, 8, 9, 3, 8, 8, 9, 8, 8, 9, 10, 3, 3, 3, 2, 0, 8, 3, 3, 8, 2, 9, 3, 3, 8, 8, 9, 8, 2, 0, 3, 2, 3, 8, 2, 8, 3, 2, 9, 3, 3, 3, 3, 2, 5, 2, 9, 3, 5, 8, 0]"
0,[ 1 -2 -2  3  1  2  1],0,35,-0.39,"[3, 8, 8, 3, 8, 3, 3, 3, 3, 8, 2, 9, 3, 2, 3, 3, 3, 3, 3, 3, 3, 2, 9, 8, 5, 9, 8, 3, 2, 3, 3, 3, 3, 3, 2, 10, 6, 2, 9, 8, 0, 3, 2, 8, 8, 8, 3, 3, 9, 8, 8, 3, 3, 8, 3, 2, 8, 3, 3, 8, 2, 3, 9, 9, 5, 2, 8, 8, 9, 9, 9, 8, 3, 8, 3, 8, 5, 3, 2, 3, 2, 3, 3, 2, 8, 2, 3, 8, 3, 9, 3, 8, 3, 9, 3, 3, 3, 3, 3, 9, 9, 3, 2, 8, 8, 2, 9, 8, 8, 8, 9, 3, 3, 3, 3, 9, 3, 8, 3, 8, 3, 3, 3, 3, 8, 8, 3, 3, 8, 3, 9, 9, 0, 3, 3, 8, 8, 8, 0]"
