,Braid,Epoch,Step,Reward,Action_list
0,[-2 -2 -2 -2  1  1  2 -3  1],0,10,0.32,"[3, 3, 9, 8, 9, 3, 3, 2, 3, 3, 2, 5, 3, 3, 8, 3, 6, 8, 9, 8, 2, 3, 9, 3, 8, 2, 8, 5, 8, 3, 3, 9, 0, 8, 8, 3, 8, 3, 9, 3, 7, 9, 8, 8, 5, 3, 2, 2, 3, 3, 8, 8, 3, 8, 0, 2, 5, 8, 8, 3, 8, 8, 3, 3, 3, 3, 3, 0]"
0,[-2 -2 -2 -2  1  1  2 -3  1],0,11,0.31,"[8, 2, 8, 3, 3, 9, 3, 3, 3, 3, 3, 8, 3, 2, 3, 3, 2, 3, 3, 0, 2, 3, 3, 3, 8, 2, 9, 3, 2, 8, 3, 3, 3, 8, 8, 3, 3, 2, 3, 3, 3, 8, 9, 3, 3, 3, 8, 8, 3, 9, 8, 3, 8, 0, 3, 3, 9, 3, 2, 3, 3, 8, 9, 3, 9, 9, 8, 2, 0]"
0,[-2 -2 -2 -2  1  1  2 -3  1],0,16,0.18,"[3, 3, 3, 8, 8, 9, 8, 8, 3, 3, 2, 3, 0, 3, 3, 9, 3, 9, 9, 2, 9, 3, 8, 9, 8, 3, 3, 2, 8, 8, 8, 3, 9, 2, 0, 3, 3, 8, 3, 3, 3, 3, 9, 8, 3, 2, 9, 9, 8, 2, 3, 9, 9, 3, 9, 3, 8, 8, 2, 8, 3, 3, 3, 2, 2, 8, 2, 8, 9, 3, 3, 8, 2, 3, 3, 3, 2, 3, 2, 3, 3, 0]"
0,[-2 -2 -2 -2  1  1  2 -3  1],0,18,0.42,"[2, 3, 8, 2, 8, 3, 8, 8, 8, 2, 0, 8, 9, 8, 3, 5, 9, 8, 3, 9, 3, 8, 3, 3, 3, 2, 8, 3, 6, 3, 8, 8, 2, 8, 0, 8, 6, 8, 8, 2, 3, 3, 8, 3, 3, 8, 9, 2, 2, 3, 9, 3, 8, 3, 3, 2, 5, 0]"
0,[-2 -2 -2 -2  1  1  2 -3  1],0,23,0.35,"[9, 9, 8, 3, 2, 3, 8, 2, 3, 3, 3, 3, 8, 8, 3, 8, 3, 2, 3, 3, 8, 8, 0, 8, 3, 5, 2, 9, 1, 8, 0, 9, 8, 3, 9, 3, 8, 2, 3, 8, 3, 3, 9, 3, 9, 9, 8, 3, 2, 2, 3, 3, 3, 3, 3, 3, 3, 2, 8, 2, 2, 8, 9, 8, 0]"
0,[-2 -2 -2 -2  1  1  2 -3  1],0,28,0.22,"[8, 3, 0, 3, 9, 8, 3, 8, 3, 8, 8, 9, 3, 8, 3, 3, 3, 3, 3, 3, 8, 8, 2, 3, 8, 8, 2, 2, 9, 8, 0, 3, 9, 8, 8, 3, 3, 8, 3, 9, 8, 8, 3, 3, 2, 3, 3, 3, 9, 8, 9, 6, 3, 3, 9, 3, 2, 8, 9, 3, 3, 8, 9, 8, 3, 3, 8, 8, 3, 3, 3, 3, 8, 3, 3, 3, 3, 0]"
0,[-2 -2 -2 -2  1  1  2 -3  1],0,34,0.11,"[8, 8, 3, 3, 8, 8, 3, 3, 8, 9, 8, 10, 2, 9, 3, 8, 8, 9, 3, 3, 2, 3, 3, 2, 8, 8, 3, 2, 2, 3, 3, 2, 3, 3, 2, 3, 8, 3, 3, 2, 9, 8, 3, 3, 2, 9, 3, 3, 2, 3, 8, 8, 2, 3, 3, 3, 8, 8, 8, 3, 8, 3, 2, 8, 8, 0, 2, 8, 9, 3, 3, 3, 8, 3, 0, 2, 2, 2, 2, 3, 8, 8, 8, 3, 3, 3, 3, 3, 0]"
0,[-2 -2 -2 -2  1  1  2 -3  1],0,58,-0.73,"[8, 3, 2, 8, 2, 2, 8, 2, 3, 8, 3, 3, 3, 9, 3, 8, 8, 3, 3, 9, 9, 3, 9, 2, 8, 8, 3, 2, 8, 3, 2, 2, 8, 3, 8, 3, 3, 9, 3, 2, 8, 8, 8, 3, 8, 3, 8, 8, 9, 8, 2, 3, 8, 9, 3, 3, 9, 2, 8, 2, 3, 3, 3, 3, 3, 3, 3, 8, 2, 3, 8, 3, 8, 8, 8, 3, 3, 9, 8, 3, 8, 3, 3, 8, 0, 9, 3, 3, 6, 3, 8, 3, 3, 8, 3, 3, 2, 3, 9, 3, 3, 3, 3, 9, 3, 8, 8, 3, 2, 3, 2, 3, 8, 9, 2, 3, 8, 8, 0, 3, 8, 2, 3, 8, 3, 2, 8, 3, 3, 3, 2, 8, 3, 2, 2, 3, 3, 9, 3, 3, 2, 3, 3, 8, 3, 3, 3, 3, 3, 2, 9, 3, 2, 3, 2, 8, 3, 2, 3, 3, 8, 8, 2, 3, 2, 3, 3, 6, 9, 8, 2, 8, 0]"
0,[-2 -2 -2 -2  1  1  2 -3  1],0,87,0.13,"[2, 3, 8, 3, 3, 2, 8, 9, 9, 3, 8, 3, 8, 3, 2, 3, 3, 8, 3, 9, 3, 3, 3, 5, 9, 3, 3, 9, 3, 0, 3, 3, 2, 3, 8, 3, 8, 3, 3, 2, 3, 3, 8, 2, 3, 3, 3, 3, 2, 3, 8, 8, 3, 9, 2, 3, 3, 3, 3, 3, 9, 3, 0, 8, 2, 8, 3, 3, 8, 3, 2, 8, 8, 3, 8, 3, 2, 2, 2, 8, 3, 3, 8, 3, 2, 3, 0]"
0,[-2 -2 -2 -2  1  1  2 -3  1],0,97,0.05,"[3, 3, 9, 8, 2, 9, 6, 2, 8, 9, 3, 3, 9, 8, 3, 5, 9, 3, 3, 2, 2, 0, 3, 3, 2, 8, 3, 9, 3, 2, 3, 2, 3, 8, 2, 2, 3, 8, 3, 2, 9, 3, 8, 3, 3, 3, 8, 3, 8, 3, 3, 2, 9, 2, 8, 8, 5, 3, 9, 8, 3, 8, 9, 9, 3, 3, 8, 0, 8, 3, 2, 3, 3, 9, 2, 9, 3, 9, 9, 8, 9, 8, 8, 2, 2, 8, 3, 3, 8, 9, 3, 9, 8, 8, 0]"
0,[-2 -2 -2 -2  1  1  2 -3  1],1,2,0.14,"[3, 3, 2, 3, 2, 8, 2, 3, 3, 8, 0, 8, 3, 2, 8, 3, 3, 3, 8, 3, 3, 3, 2, 3, 8, 8, 9, 8, 3, 3, 8, 2, 3, 3, 9, 8, 3, 3, 3, 3, 3, 3, 2, 8, 2, 2, 8, 3, 8, 2, 8, 3, 3, 3, 3, 2, 2, 8, 3, 2, 3, 8, 3, 3, 9, 2, 3, 3, 8, 2, 9, 8, 9, 8, 2, 3, 8, 9, 0, 2, 8, 2, 8, 8, 3, 0]"
0,[-2 -2 -2 -2  1  1  2 -3  1],1,6,0.09,"[10, 9, 6, 2, 2, 3, 9, 2, 3, 2, 3, 8, 3, 3, 2, 3, 8, 2, 2, 8, 3, 3, 2, 3, 3, 3, 8, 8, 3, 8, 3, 8, 2, 3, 2, 8, 8, 8, 2, 8, 3, 8, 8, 8, 2, 3, 9, 9, 0, 8, 2, 3, 8, 6, 8, 9, 9, 8, 3, 8, 2, 3, 0, 9, 8, 8, 3, 3, 3, 3, 3, 3, 2, 8, 3, 2, 2, 2, 2, 8, 5, 8, 8, 2, 8, 3, 5, 2, 8, 3, 0]"
0,[-2 -2 -2 -2  1  1  2 -3  1],1,21,0.1,"[8, 9, 3, 3, 8, 3, 3, 3, 8, 3, 3, 8, 6, 9, 8, 0, 2, 2, 3, 8, 8, 3, 3, 9, 6, 9, 3, 3, 3, 3, 9, 3, 2, 8, 9, 0, 8, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 9, 3, 3, 3, 8, 8, 8, 3, 3, 2, 8, 8, 3, 3, 2, 9, 3, 8, 8, 3, 8, 3, 8, 3, 3, 9, 8, 8, 9, 3, 3, 3, 3, 8, 2, 3, 8, 3, 0]"
0,[-2 -2 -2 -2  1  1  2 -3  1],1,45,-0.4,"[9, 9, 8, 9, 2, 2, 3, 8, 8, 10, 3, 3, 3, 5, 3, 8, 3, 3, 0, 8, 8, 8, 8, 2, 9, 3, 8, 8, 8, 2, 3, 3, 3, 5, 3, 8, 3, 9, 3, 2, 8, 3, 3, 2, 9, 9, 3, 2, 2, 8, 8, 8, 3, 3, 3, 3, 9, 2, 3, 3, 0, 9, 2, 3, 3, 8, 2, 8, 6, 9, 3, 3, 9, 3, 3, 3, 3, 8, 3, 8, 8, 2, 8, 8, 3, 8, 9, 8, 2, 3, 8, 8, 8, 3, 8, 3, 9, 8, 3, 9, 3, 3, 2, 8, 3, 8, 9, 2, 8, 2, 3, 8, 8, 3, 8, 8, 3, 2, 2, 3, 3, 3, 8, 9, 3, 3, 2, 9, 3, 8, 8, 8, 3, 3, 2, 8, 3, 3, 3, 0]"
0,[-2 -2 -2 -2  1  1  2 -3  1],1,61,-0.21,"[8, 9, 1, 3, 3, 2, 2, 8, 8, 3, 3, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 8, 2, 2, 8, 8, 3, 3, 8, 2, 8, 9, 5, 3, 3, 8, 3, 3, 8, 8, 8, 9, 8, 9, 8, 3, 8, 3, 8, 8, 9, 8, 2, 3, 3, 3, 8, 3, 8, 3, 9, 8, 3, 8, 9, 9, 0, 9, 3, 2, 2, 3, 3, 3, 8, 8, 9, 3, 5, 9, 8, 3, 8, 6, 3, 8, 2, 3, 8, 3, 3, 2, 9, 3, 3, 0, 8, 9, 3, 2, 2, 9, 2, 8, 8, 2, 8, 8, 8, 3, 9, 9, 2, 8, 3, 8, 8, 5, 8, 9, 0]"
0,[-2 -2 -2 -2  1  1  2 -3  1],1,69,0.65,"[3, 8, 8, 3, 2, 9, 3, 9, 8, 8, 2, 3, 3, 2, 9, 8, 3, 0, 9, 8, 0, 8, 3, 3, 3, 2, 8, 3, 3, 8, 9, 8, 8, 3, 0]"
0,[-2 -2 -2 -2  1  1  2 -3  1],1,71,-0.26,"[9, 8, 3, 3, 2, 3, 3, 5, 3, 3, 8, 3, 8, 3, 3, 3, 9, 3, 3, 9, 1, 3, 3, 3, 8, 3, 9, 9, 0, 3, 10, 4, 2, 8, 3, 8, 8, 3, 9, 3, 3, 8, 5, 3, 3, 3, 3, 8, 2, 3, 2, 3, 3, 3, 3, 8, 5, 0, 8, 3, 3, 8, 9, 2, 8, 8, 3, 2, 8, 9, 3, 8, 8, 2, 3, 3, 8, 3, 9, 9, 9, 3, 2, 3, 9, 9, 8, 2, 2, 2, 3, 3, 3, 3, 9, 8, 8, 9, 3, 3, 3, 3, 3, 2, 8, 3, 2, 8, 8, 9, 3, 8, 3, 3, 9, 3, 2, 8, 8, 8, 3, 3, 3, 8, 9, 0]"
0,[-2 -2 -2 -2  1  1  2 -3  1],1,76,0.33,"[3, 8, 3, 3, 3, 3, 2, 3, 2, 2, 3, 3, 8, 8, 3, 8, 8, 0, 3, 3, 3, 8, 9, 3, 9, 2, 8, 9, 8, 0, 3, 3, 9, 3, 3, 8, 3, 2, 3, 3, 3, 2, 9, 8, 3, 3, 2, 3, 9, 3, 9, 8, 3, 3, 8, 3, 3, 3, 3, 8, 9, 8, 8, 3, 8, 3, 0]"
0,[-2 -2 -2 -2  1  1  2 -3  1],1,87,-0.79,"[8, 3, 2, 3, 3, 8, 8, 2, 8, 8, 3, 3, 8, 3, 3, 8, 3, 3, 2, 8, 3, 9, 8, 3, 0, 3, 3, 3, 9, 3, 2, 3, 8, 3, 3, 2, 3, 3, 5, 3, 8, 3, 8, 8, 3, 8, 3, 9, 3, 9, 2, 3, 2, 8, 3, 2, 3, 3, 3, 0, 8, 9, 3, 3, 3, 8, 9, 2, 3, 3, 3, 3, 3, 3, 8, 8, 3, 3, 9, 8, 2, 8, 3, 3, 8, 8, 9, 8, 3, 8, 3, 8, 5, 2, 8, 3, 3, 3, 5, 8, 8, 3, 2, 3, 8, 8, 8, 3, 8, 3, 2, 3, 8, 3, 5, 3, 3, 8, 3, 8, 8, 8, 3, 2, 8, 8, 2, 3, 3, 9, 3, 3, 8, 3, 6, 3, 2, 9, 2, 8, 8, 9, 2, 2, 3, 3, 8, 8, 2, 3, 8, 2, 2, 8, 3, 8, 3, 9, 3, 6, 6, 8, 3, 3, 8, 8, 3, 3, 8, 3, 3, 8, 2, 3, 5, 3, 3, 3, 0]"
