,Braid,Epoch,Step,Reward,Action_list
0,[-1  2  1 -2  1  3  3 -2  3  2  1 -3 -3],0,40,-0.29,"[8, 8, 8, 8, 8, 8, 8, 8, 5, 5, 7, 8, 8, 1, 10, 10, 1, 0, 8, 6, 8, 7, 9, 7, 8, 8, 8, 8, 8, 8, 8, 9, 8, 8, 8, 8, 2, 8, 8, 8, 5, 10, 10, 8, 8, 5, 8, 8, 8, 8, 8, 8, 8, 10, 8, 8, 8, 7, 8, 8, 8, 8, 6, 6, 8, 8, 8, 8, 8, 8, 8, 8, 7, 8, 8, 8, 1, 5, 6, 8, 8, 8, 8, 8, 8, 8, 10, 8, 8, 8, 9, 8, 10, 5, 8, 8, 8, 8, 8, 8, 0, 8, 8, 6, 8, 8, 5, 8, 8, 8, 10, 5, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 10, 10, 8, 8, 5, 8, 0]"
0,[-1  2  1 -2  1  3  3 -2  3  2  1 -3 -3],0,57,-0.03,"[5, 2, 8, 8, 8, 8, 8, 8, 8, 8, 5, 8, 8, 8, 8, 10, 8, 8, 8, 8, 5, 8, 8, 8, 8, 8, 8, 8, 8, 8, 7, 5, 8, 8, 8, 8, 10, 8, 10, 8, 8, 8, 6, 8, 5, 8, 8, 8, 8, 8, 8, 8, 8, 10, 8, 1, 8, 8, 8, 8, 1, 8, 8, 8, 8, 8, 6, 8, 7, 8, 8, 0, 8, 8, 8, 8, 8, 8, 7, 2, 8, 5, 8, 6, 9, 8, 6, 4, 9, 8, 8, 8, 8, 10, 8, 0, 10, 8, 10, 8, 8, 8, 0]"
0,[-1  2  1 -2  1  3  3 -2  3  2  1 -3 -3],0,91,-0.96,"[9, 8, 2, 8, 10, 8, 10, 8, 8, 8, 8, 10, 10, 8, 8, 8, 8, 8, 8, 8, 8, 7, 9, 10, 8, 8, 8, 6, 10, 8, 8, 8, 8, 8, 5, 8, 8, 8, 8, 8, 10, 0, 8, 8, 2, 8, 8, 6, 8, 8, 8, 5, 4, 8, 4, 8, 7, 7, 8, 8, 8, 8, 8, 8, 7, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 10, 10, 5, 8, 8, 2, 10, 8, 8, 6, 8, 8, 2, 10, 8, 8, 8, 8, 10, 10, 8, 8, 8, 8, 0, 8, 8, 7, 8, 8, 8, 10, 8, 8, 8, 8, 8, 6, 8, 6, 8, 8, 10, 10, 8, 2, 5, 8, 8, 8, 10, 8, 8, 8, 8, 8, 8, 8, 10, 8, 8, 8, 4, 8, 6, 8, 8, 9, 8, 8, 8, 8, 8, 8, 5, 8, 6, 8, 5, 8, 8, 7, 8, 4, 8, 6, 8, 8, 8, 8, 8, 4, 8, 8, 8, 6, 10, 7, 4, 7, 10, 9, 8, 10, 0, 8, 8, 8, 8, 7, 8, 8, 5, 8, 8, 9, 7, 0, 5, 10, 0]"
0,[-1  2  1 -2  1  3  3 -2  3  2  1 -3 -3],0,93,-0.44,"[7, 8, 8, 5, 8, 8, 8, 7, 8, 8, 8, 8, 8, 8, 8, 8, 6, 8, 7, 8, 5, 4, 8, 8, 8, 8, 5, 8, 8, 8, 8, 5, 8, 1, 1, 8, 7, 6, 8, 8, 8, 8, 8, 10, 8, 6, 8, 5, 8, 8, 7, 8, 4, 10, 8, 8, 8, 8, 6, 6, 8, 8, 8, 8, 8, 8, 8, 10, 8, 2, 1, 8, 10, 8, 8, 8, 8, 8, 8, 8, 6, 8, 8, 0, 8, 8, 10, 5, 10, 5, 6, 8, 8, 9, 10, 8, 8, 5, 7, 8, 5, 8, 8, 8, 8, 8, 5, 8, 7, 6, 8, 8, 8, 0, 8, 8, 6, 8, 1, 8, 8, 7, 4, 8, 8, 9, 8, 8, 8, 8, 8, 4, 8, 5, 10, 8, 8, 8, 6, 8, 8, 8, 8, 0]"
0,[-1  2  1 -2  1  3  3 -2  3  2  1 -3 -3],2,25,-0.78,"[8, 8, 10, 8, 6, 8, 8, 8, 7, 8, 8, 8, 8, 10, 7, 8, 8, 8, 1, 7, 8, 9, 8, 8, 8, 10, 8, 8, 8, 8, 5, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 10, 6, 8, 8, 2, 6, 8, 8, 8, 8, 5, 10, 8, 8, 5, 8, 8, 1, 8, 7, 8, 8, 5, 8, 5, 0, 8, 6, 7, 8, 8, 5, 8, 7, 2, 8, 9, 8, 10, 8, 8, 8, 6, 8, 6, 8, 6, 5, 8, 9, 6, 8, 9, 8, 8, 8, 8, 10, 6, 6, 8, 6, 8, 8, 8, 6, 8, 8, 6, 8, 8, 8, 8, 8, 8, 5, 8, 8, 6, 2, 9, 8, 6, 10, 8, 8, 4, 8, 10, 7, 8, 8, 0, 10, 8, 2, 10, 5, 8, 8, 10, 1, 8, 8, 8, 8, 7, 8, 8, 7, 8, 8, 10, 8, 6, 9, 8, 8, 4, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 4, 8, 8, 8, 8, 0]"
0,[-1  2  1 -2  1  3  3 -2  3  2  1 -3 -3],2,91,-0.1,"[8, 8, 8, 8, 1, 7, 10, 1, 8, 8, 8, 8, 8, 6, 8, 1, 8, 8, 2, 8, 7, 8, 8, 8, 8, 8, 10, 5, 8, 6, 8, 8, 8, 8, 10, 8, 8, 8, 8, 8, 8, 8, 8, 8, 9, 8, 8, 8, 8, 7, 8, 8, 6, 10, 0, 8, 8, 8, 8, 8, 10, 10, 7, 8, 8, 8, 10, 10, 8, 10, 4, 8, 8, 0, 8, 10, 8, 6, 8, 8, 8, 8, 8, 8, 8, 8, 6, 5, 2, 8, 8, 8, 8, 8, 8, 5, 8, 8, 8, 8, 8, 7, 8, 8, 8, 4, 8, 8, 8, 0]"
0,[ 1 -2  1 -3  2  3 -1  3 -2 -3  2],6,25,-0.64,"[10, 8, 8, 8, 8, 8, 5, 8, 8, 7, 8, 8, 10, 8, 8, 8, 8, 10, 8, 8, 0, 8, 8, 8, 6, 6, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 7, 8, 8, 6, 8, 10, 7, 8, 8, 8, 8, 8, 8, 5, 8, 8, 8, 8, 8, 10, 8, 8, 8, 4, 5, 8, 8, 8, 6, 6, 8, 10, 8, 1, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 5, 10, 8, 8, 8, 8, 8, 8, 10, 8, 8, 6, 8, 8, 7, 8, 5, 8, 5, 8, 8, 8, 8, 8, 8, 8, 10, 8, 8, 8, 10, 6, 8, 1, 8, 6, 10, 8, 9, 8, 8, 8, 8, 8, 8, 8, 8, 0, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 10, 7, 10, 8, 8, 8, 10, 8, 8, 8, 8, 8, 8, 8, 7, 8, 8, 8, 10, 8, 5, 0]"
0,[ 1 -2  1 -3  2  3 -1  3 -2 -3  2],7,57,-0.96,"[8, 8, 8, 8, 8, 8, 7, 8, 8, 8, 8, 10, 8, 8, 6, 8, 8, 5, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 5, 8, 10, 2, 8, 10, 5, 8, 6, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 5, 8, 8, 10, 8, 7, 8, 8, 7, 8, 5, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 10, 8, 5, 8, 8, 8, 8, 6, 8, 6, 8, 8, 8, 0, 5, 8, 5, 8, 8, 6, 10, 9, 8, 8, 8, 8, 8, 8, 8, 8, 5, 8, 8, 2, 8, 8, 10, 8, 6, 10, 8, 6, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 0, 8, 6, 8, 9, 8, 8, 8, 8, 10, 8, 8, 9, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 10, 5, 8, 8, 9, 8, 8, 8, 8, 8, 9, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 6, 8, 8, 8, 8, 5, 8, 8, 8, 8, 8, 8, 10, 8, 10, 8, 7, 8, 5, 0]"
0,[ 1 -2  1 -3  2  3 -1  3 -2 -3  2],7,68,0.5,"[0, 8, 8, 8, 5, 1, 5, 8, 8, 1, 8, 8, 8, 6, 4, 8, 5, 8, 0, 8, 8, 8, 8, 8, 10, 8, 10, 8, 6, 8, 8, 8, 8, 8, 6, 10, 8, 8, 8, 5, 8, 8, 8, 8, 8, 8, 6, 8, 8, 0]"
0,[ 1 -2  1 -3  2  3 -1  3 -2 -3  2],7,83,-0.83,"[8, 8, 0, 5, 8, 8, 8, 8, 8, 8, 8, 8, 5, 8, 6, 8, 8, 10, 8, 8, 10, 8, 8, 6, 8, 8, 7, 7, 8, 8, 8, 8, 8, 8, 8, 8, 8, 10, 8, 8, 5, 8, 8, 8, 8, 8, 8, 8, 1, 8, 10, 8, 8, 8, 8, 10, 8, 8, 8, 8, 10, 5, 8, 8, 8, 8, 5, 8, 1, 8, 8, 0, 8, 8, 8, 6, 8, 10, 5, 8, 8, 8, 10, 8, 5, 8, 8, 10, 7, 8, 8, 8, 8, 8, 7, 8, 6, 6, 8, 8, 8, 10, 8, 8, 6, 8, 10, 8, 8, 8, 8, 8, 7, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 10, 8, 8, 8, 8, 7, 6, 8, 6, 8, 5, 8, 8, 8, 8, 8, 8, 8, 10, 10, 8, 8, 8, 8, 8, 8, 6, 8, 8, 8, 8, 10, 8, 10, 8, 10, 8, 8, 6, 8, 8, 8, 10, 8, 8, 8, 8, 8, 8, 0]"
