,Braid,Epoch,Step,Reward,Action_list
0,[ 2  1 -2 -1],0,79,0.82,"[5, 9, 5, 0, 3, 0, 2, 12, 9, 4, 6, 8, 0, 3, 7, 1, 9, 8]"
0,[ 2  1 -2 -1],1,56,0.9,"[0, 8, 9, 11, 4, 1, 3, 2, 10, 8]"
0,[ 2  1 -2 -1],4,26,0.91,"[8, 8, 11, 8, 5, 8, 2, 3, 0]"
0,[ 2  1 -2 -1],4,30,0.92,"[6, 3, 9, 8, 10, 8, 0, 0]"
0,[ 1 -2],5,0,0.89,"[9, 9, 0, 10, 5, 3, 9, 12, 3, 10, 0]"
0,[ 1 -2],5,5,0.96,"[0, 9, 3, 0]"
0,[ 1 -2],5,61,0.71,"[7, 6, 10, 5, 4, 8, 6, 8, 8, 8, 8, 10, 6, 11, 8, 9, 8, 10, 9, 9, 11, 0, 9, 3, 7, 8, 3, 3, 0]"
0,[ 1 -2],5,77,0.93,"[12, 8, 3, 1, 5, 1, 0]"
0,[ 1 -2],5,85,0.94,"[3, 11, 0, 0, 8, 0]"
0,[ 1 -2],5,98,0.91,"[0, 11, 2, 10, 9, 2, 1, 3, 8]"
0,[ 1 -2],6,2,-0.05,"[0, 7, 6, 3, 7, 11, 5, 0, 4, 3, 3, 8, 3, 3, 7, 8, 5, 8, 9, 2, 11, 9, 2, 10, 6, 10, 1, 6, 8, 12, 0, 2, 11, 3, 1, 12, 0, 2, 7, 12, 10, 8, 11, 4, 0, 0, 8, 8, 7, 0, 12, 7, 8, 8, 10, 8, 11, 6, 11, 7, 9, 3, 8, 0, 9, 8, 3, 7, 3, 5, 9, 8, 8, 3, 5, 12, 5, 0, 2, 3, 5, 2, 8, 10, 3, 10, 3, 1, 11, 3, 8, 5, 8, 8, 12, 9, 7, 8, 1, 3, 0, 9, 1, 2, 0]"
0,[ 1 -2],6,9,0.94,"[0, 8, 6, 8, 9, 0]"
0,[ 1 -2],6,12,0.88,"[9, 2, 1, 10, 8, 0, 5, 11, 10, 3, 3, 8]"
0,[ 1 -2],6,26,0.93,"[8, 8, 10, 0, 8, 10, 0]"
0,[ 1 -2],6,39,0.67,"[7, 1, 0, 8, 3, 5, 11, 8, 0, 3, 5, 3, 1, 3, 9, 11, 10, 1, 10, 3, 6, 5, 5, 2, 8, 2, 8, 2, 10, 5, 0, 3, 0]"
0,[ 1 -2],6,40,0.91,"[2, 3, 5, 3, 0, 3, 3, 8, 0]"
0,[ 1 -2],6,53,0.48,"[12, 2, 7, 8, 3, 8, 11, 3, 3, 5, 2, 5, 8, 11, 9, 3, 3, 4, 3, 3, 8, 3, 3, 1, 7, 12, 2, 5, 3, 1, 0, 3, 12, 0, 4, 12, 3, 3, 10, 9, 10, 11, 3, 2, 8, 9, 2, 9, 2, 9, 3, 0]"
0,[ 1 -2],6,63,0.87,"[9, 2, 9, 0, 8, 7, 2, 3, 10, 11, 8, 3, 0]"
0,[ 1 -2],6,71,0.82,"[8, 2, 4, 2, 2, 3, 5, 2, 12, 3, 3, 3, 6, 0, 2, 0, 3, 8]"
0,[ 1 -2],6,73,0.92,"[3, 7, 10, 1, 0, 8, 9, 0]"
0,[ 1 -2],6,74,-0.06,"[5, 8, 3, 9, 7, 1, 9, 8, 3, 6, 9, 8, 2, 7, 1, 10, 11, 8, 11, 2, 8, 12, 2, 5, 3, 2, 0, 8, 8, 8, 7, 5, 9, 11, 11, 3, 7, 0, 12, 3, 7, 3, 10, 12, 7, 2, 0, 3, 0, 10, 8, 3, 8, 9, 8, 7, 8, 2, 0, 0, 2, 7, 3, 3, 8, 4, 4, 5, 9, 1, 9, 8, 2, 10, 3, 0, 3, 0, 3, 2, 3, 7, 6, 3, 0, 12, 2, 12, 7, 3, 9, 1, 10, 7, 10, 3, 3, 8, 1, 8, 11, 2, 7, 8, 9, 0]"
0,[ 1 -2],6,78,0.8,"[2, 8, 3, 8, 11, 3, 6, 8, 10, 6, 0, 3, 1, 4, 0, 0, 1, 12, 2, 0]"
0,[ 1 -2],6,81,0.98,"[0, 0]"
0,[ 1 -2],6,89,0.93,"[5, 3, 0, 7, 2, 2, 0]"
