,Braid,Epoch,Step,Reward,Action_list
0,[-2 -2 -2 -2 -2 -1],0,0,-3.45,"[3, 8, 3, 5, 0, 5, 3, 8, 6, 3, 8, 8, 0, 3, 2, 3, 0, 2, 3, 2, 3, 8, 0, 0, 3, 3, 2, 7, 8, 8, 3, 2, 3, 4, 3, 3, 3, 3, 4, 1, 3, 8, 1, 8, 0]"
0,[-2 -2 -2 -2 -2 -1],0,1,-3.34,"[3, 3, 5, 8, 0, 9, 8, 3, 5, 7, 3, 9, 8, 0, 8, 2, 8, 0, 0, 9, 3, 8, 8, 8, 3, 8, 3, 3, 8, 0, 8, 2, 2, 0]"
0,[-2 -2 -2 -2 -2 -1],0,2,-3.31,"[8, 2, 1, 9, 3, 3, 1, 3, 0, 8, 9, 1, 8, 8, 2, 3, 8, 0, 5, 2, 9, 2, 3, 0, 3, 0, 0, 10, 8, 3, 0]"
0,[-2 -2 -2 -2 -2 -1],0,3,-3.7,"[3, 2, 2, 0, 3, 3, 8, 3, 8, 5, 3, 3, 3, 8, 3, 8, 2, 3, 9, 3, 3, 9, 3, 3, 3, 0, 5, 9, 0, 8, 3, 3, 5, 8, 3, 3, 9, 8, 8, 4, 3, 3, 3, 3, 9, 5, 3, 9, 0, 3, 3, 8, 3, 4, 3, 5, 9, 9, 3, 8, 5, 3, 8, 3, 0, 5, 2, 8, 9, 0]"
0,[-2 -2 -2 -2 -2 -1],0,4,-3.84,"[8, 8, 4, 3, 3, 1, 5, 3, 3, 2, 8, 8, 3, 2, 7, 2, 9, 0, 5, 8, 3, 8, 3, 8, 8, 8, 2, 3, 5, 0, 3, 4, 11, 3, 5, 0, 9, 0, 0, 8, 3, 5, 9, 3, 3, 9, 8, 3, 3, 8, 2, 2, 0, 3, 3, 8, 8, 3, 11, 3, 9, 8, 3, 8, 3, 3, 12, 8, 5, 12, 0, 7, 2, 8, 9, 0, 8, 1, 3, 9, 9, 8, 3, 0]"
0,[-2 -2 -2 -2 -2 -1],0,5,-3.77,"[9, 3, 8, 2, 8, 8, 3, 3, 8, 2, 3, 0, 5, 12, 8, 4, 9, 3, 3, 7, 9, 0, 3, 0, 3, 3, 0, 3, 3, 8, 3, 9, 3, 8, 3, 9, 0, 8, 9, 8, 3, 5, 8, 9, 3, 5, 3, 3, 3, 8, 8, 3, 3, 8, 8, 0, 3, 9, 5, 8, 2, 2, 2, 9, 3, 3, 5, 3, 2, 9, 10, 8, 5, 0, 3, 0, 0]"
0,[-2 -2 -2 -2 -2 -1],0,6,-3.39,"[8, 1, 2, 3, 0, 8, 0, 2, 6, 3, 3, 10, 2, 3, 2, 4, 0, 2, 3, 3, 3, 0, 8, 3, 3, 9, 3, 9, 0, 3, 3, 8, 8, 11, 2, 3, 3, 8, 0]"
0,[-2 -2 -2 -2 -2 -1],0,7,-3.35,"[2, 5, 0, 3, 2, 3, 2, 3, 3, 3, 0, 0, 3, 0, 9, 7, 5, 8, 3, 2, 0, 2, 11, 8, 3, 9, 6, 5, 3, 8, 3, 0, 8, 10, 0]"
0,[-2 -2 -2 -2 -2 -1],0,9,-3.34,"[5, 0, 0, 8, 8, 3, 8, 3, 2, 9, 8, 3, 3, 3, 5, 9, 9, 0, 3, 9, 9, 2, 8, 3, 2, 0, 8, 2, 3, 0, 9, 10, 3, 0]"
0,[-2 -2 -2 -2 -2 -1],0,10,-3.41,"[3, 9, 3, 9, 2, 2, 8, 8, 0, 0, 3, 3, 0, 9, 8, 8, 2, 0, 3, 8, 3, 2, 4, 9, 5, 3, 5, 3, 8, 8, 3, 3, 1, 3, 5, 8, 5, 3, 8, 0, 0]"
