,Braid,Epoch,Step,Reward,Action_list
0,[-3  4  1  2 -3 -2 -1 -4 -4 -2],0,1,0.05,"[3, 2, 3, 3, 2, 8, 8, 2, 6, 8, 8, 3, 3, 8, 2, 8, 3, 9, 0, 8, 3, 2, 3, 3, 3, 8, 5, 2, 2, 9, 2, 3, 3, 8, 3, 9, 8, 8, 3, 8, 9, 8, 0, 8, 3, 9, 8, 3, 3, 3, 2, 8, 3, 8, 2, 0, 2, 3, 8, 3, 8, 8, 3, 9, 3, 8, 8, 3, 8, 3, 3, 8, 3, 2, 3, 3, 3, 9, 2, 3, 3, 3, 8, 8, 8, 3, 2, 3, 8, 8, 3, 9, 8, 9, 0]"
0,[-3  4  1  2 -3 -2 -1 -4 -4 -2],0,2,-0.1,"[1, 8, 3, 2, 3, 2, 3, 8, 8, 3, 8, 3, 8, 3, 3, 9, 3, 3, 3, 8, 8, 9, 8, 9, 3, 3, 3, 8, 9, 3, 3, 3, 3, 9, 8, 8, 8, 9, 8, 8, 0, 3, 9, 3, 9, 2, 3, 9, 3, 2, 2, 3, 6, 9, 8, 2, 3, 9, 3, 3, 8, 8, 10, 8, 9, 8, 3, 9, 3, 3, 3, 3, 3, 8, 3, 8, 8, 2, 8, 8, 3, 9, 3, 0, 3, 9, 2, 8, 8, 3, 8, 8, 8, 8, 3, 9, 8, 8, 3, 8, 3, 8, 8, 8, 8, 3, 3, 0, 8, 0]"
0,[-3  4  1  2 -3 -2 -1 -4 -4 -2],0,13,-0.74,"[3, 5, 2, 8, 3, 9, 3, 8, 8, 3, 0, 2, 3, 3, 8, 2, 3, 3, 3, 8, 3, 2, 3, 9, 3, 3, 3, 3, 3, 3, 3, 8, 3, 8, 3, 9, 8, 8, 3, 3, 0, 3, 3, 3, 2, 8, 8, 8, 8, 8, 10, 9, 8, 8, 2, 8, 2, 2, 9, 2, 2, 3, 3, 8, 11, 3, 3, 3, 8, 3, 8, 8, 5, 8, 2, 3, 3, 9, 2, 10, 9, 8, 9, 3, 8, 6, 8, 8, 9, 8, 5, 8, 3, 8, 8, 8, 3, 8, 9, 6, 3, 8, 8, 3, 8, 3, 9, 9, 2, 3, 8, 9, 3, 9, 9, 2, 2, 3, 3, 5, 2, 2, 2, 3, 3, 3, 9, 2, 8, 9, 3, 2, 8, 3, 9, 8, 8, 8, 8, 3, 8, 3, 2, 9, 2, 2, 8, 3, 3, 8, 2, 3, 3, 2, 2, 3, 9, 0, 8, 8, 3, 8, 8, 3, 3, 3, 3, 3, 3, 3, 8, 8, 8, 0]"
0,[-3  4  1  2 -3 -2 -1 -4 -4 -2],0,17,0.28,"[8, 2, 3, 5, 3, 8, 6, 9, 0, 3, 3, 3, 8, 9, 8, 3, 9, 3, 3, 2, 9, 3, 3, 3, 9, 8, 9, 9, 2, 2, 3, 3, 3, 3, 8, 8, 3, 5, 3, 9, 8, 0, 0, 3, 0, 8, 8, 9, 8, 2, 8, 3, 3, 8, 8, 3, 9, 3, 3, 5, 0, 9, 3, 8, 2, 3, 8, 3, 8, 3, 3, 0]"
0,[-3  4  1  2 -3 -2 -1 -4 -4 -2],0,22,-0.3,"[3, 2, 3, 2, 2, 8, 3, 3, 8, 3, 0, 8, 3, 8, 8, 2, 3, 2, 3, 3, 3, 8, 8, 2, 9, 2, 8, 3, 3, 0, 3, 8, 8, 3, 3, 2, 8, 3, 8, 6, 8, 3, 9, 3, 8, 3, 9, 3, 8, 9, 8, 8, 3, 2, 9, 3, 9, 3, 9, 5, 3, 2, 6, 3, 3, 9, 2, 3, 9, 3, 9, 2, 3, 3, 5, 3, 9, 8, 3, 3, 0, 3, 9, 3, 8, 3, 2, 3, 3, 8, 3, 8, 5, 3, 9, 8, 2, 3, 3, 8, 9, 8, 8, 9, 8, 8, 3, 3, 8, 9, 9, 3, 8, 2, 8, 3, 2, 3, 3, 3, 8, 2, 2, 3, 3, 8, 8, 8, 9, 0]"
0,[-3  4  1  2 -3 -2 -1 -4 -4 -2],0,31,0.43,"[3, 3, 9, 2, 8, 2, 6, 2, 3, 3, 9, 8, 5, 9, 0, 8, 8, 8, 8, 0, 9, 3, 3, 3, 9, 3, 8, 8, 2, 0, 3, 3, 3, 8, 8, 8, 3, 3, 8, 8, 3, 3, 8, 8, 3, 2, 3, 3, 3, 3, 3, 8, 8, 9, 8, 9, 0]"
0,[-3  4  1  2 -3 -2 -1 -4 -4 -2],0,42,-0.05,"[8, 8, 3, 3, 9, 9, 2, 8, 9, 8, 3, 3, 3, 8, 2, 3, 2, 2, 8, 3, 3, 3, 3, 3, 9, 3, 2, 3, 3, 9, 8, 9, 2, 2, 3, 9, 0, 5, 8, 3, 3, 3, 9, 3, 3, 3, 3, 3, 3, 2, 5, 3, 1, 6, 8, 3, 8, 0, 8, 2, 3, 9, 2, 3, 8, 8, 8, 3, 3, 2, 3, 8, 3, 0, 2, 5, 3, 3, 2, 3, 3, 2, 3, 8, 3, 3, 3, 3, 3, 2, 3, 9, 8, 8, 3, 2, 3, 8, 3, 3, 3, 8, 3, 3, 0]"
0,[-3  4  1  2 -3 -2 -1 -4 -4 -2],0,51,0.28,"[3, 9, 2, 3, 2, 9, 9, 3, 8, 3, 3, 9, 8, 0, 3, 8, 3, 8, 2, 3, 8, 3, 2, 2, 9, 8, 2, 3, 3, 3, 8, 3, 2, 3, 8, 0, 3, 8, 3, 9, 8, 2, 8, 8, 2, 2, 8, 3, 3, 8, 3, 3, 8, 8, 8, 3, 5, 9, 3, 8, 8, 8, 3, 8, 8, 3, 2, 3, 0, 8, 8, 0]"
0,[-3  4  1  2 -3 -2 -1 -4 -4 -2],0,54,-0.51,"[3, 8, 3, 3, 8, 3, 3, 5, 3, 3, 8, 3, 3, 3, 3, 2, 8, 8, 3, 3, 2, 3, 9, 8, 9, 8, 2, 3, 3, 3, 3, 9, 8, 2, 3, 3, 9, 3, 8, 3, 3, 3, 2, 2, 3, 3, 3, 3, 3, 3, 8, 3, 2, 0, 2, 2, 5, 3, 9, 3, 8, 3, 2, 8, 3, 3, 9, 3, 2, 8, 0, 8, 9, 9, 3, 3, 2, 8, 3, 3, 3, 3, 2, 3, 0, 9, 8, 2, 3, 3, 3, 3, 3, 2, 8, 8, 9, 3, 3, 3, 8, 8, 3, 8, 2, 3, 3, 9, 3, 3, 8, 3, 9, 8, 2, 8, 9, 3, 3, 3, 2, 3, 3, 8, 3, 3, 8, 3, 9, 8, 8, 9, 3, 8, 6, 3, 9, 6, 10, 3, 2, 8, 3, 3, 8, 9, 3, 3, 8, 8, 0]"
0,[-3  4  1  2 -3 -2 -1 -4 -4 -2],0,67,-0.36,"[8, 3, 2, 3, 3, 3, 8, 8, 8, 6, 8, 3, 3, 9, 3, 8, 9, 8, 8, 8, 3, 3, 3, 2, 2, 3, 3, 9, 3, 2, 2, 3, 8, 2, 3, 9, 8, 3, 8, 8, 9, 8, 9, 9, 8, 8, 2, 0, 3, 9, 3, 2, 2, 3, 3, 8, 8, 3, 9, 8, 3, 3, 3, 3, 8, 8, 8, 3, 3, 3, 2, 3, 2, 8, 2, 2, 8, 8, 0, 3, 3, 9, 8, 5, 8, 3, 8, 8, 3, 3, 2, 9, 3, 8, 8, 9, 3, 2, 9, 8, 8, 3, 3, 3, 3, 8, 8, 9, 3, 3, 3, 3, 3, 8, 3, 8, 3, 8, 9, 3, 8, 8, 3, 0, 2, 3, 2, 3, 8, 8, 8, 8, 3, 3, 3, 0]"
