,Braid,Epoch,Step,Reward,Action_list
0,[-1 -1  2  3 -2  1  3  1  3 -2  1  2 -3],6,33,-0.68,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 9, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 1, 8, 8, 8, 8, 8, 8, 8, 8, 8, 10, 8, 8, 8, 10, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 9, 6, 8, 8, 8, 9, 10, 8, 8, 8, 8, 9, 8, 8, 8, 8, 8, 8, 9, 8, 8, 8, 8, 8, 9, 8, 1, 8, 8, 8, 3, 8, 8, 8, 9, 9, 8, 1, 8, 8, 8, 8, 8, 10, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 0, 8, 8, 8, 6, 8, 8, 8, 8, 8, 6, 8, 8, 8, 8, 8, 9, 0, 8, 10, 8, 8, 8, 10, 8, 8, 8, 8, 8, 9, 10, 8, 8, 8, 8, 8, 8, 8, 10, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 0]"
0,[-1 -1  2  3 -2  1  3  1  3 -2  1  2 -3],6,56,-0.97,"[8, 8, 8, 8, 8, 8, 9, 10, 8, 8, 8, 8, 8, 1, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 9, 8, 8, 8, 6, 8, 8, 8, 8, 10, 1, 8, 8, 9, 10, 8, 9, 8, 8, 10, 8, 8, 8, 8, 8, 8, 8, 8, 10, 1, 8, 0, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 9, 8, 8, 8, 8, 8, 8, 8, 8, 6, 8, 8, 10, 8, 9, 8, 9, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 10, 8, 8, 8, 9, 8, 8, 10, 8, 8, 8, 8, 0, 8, 8, 8, 8, 10, 9, 6, 10, 8, 8, 8, 8, 8, 8, 8, 8, 8, 10, 8, 8, 8, 8, 8, 8, 9, 8, 8, 8, 8, 1, 8, 8, 8, 10, 8, 8, 8, 8, 9, 8, 8, 8, 10, 8, 10, 8, 9, 8, 8, 9, 0]"
0,[-1 -1  2  3 -2  1  3  1  3 -2  1  2 -3],7,91,-0.51,"[8, 8, 10, 8, 8, 8, 8, 8, 1, 8, 8, 8, 1, 8, 8, 8, 9, 1, 8, 0, 9, 8, 2, 6, 10, 8, 8, 1, 8, 8, 9, 8, 6, 6, 8, 8, 8, 9, 8, 8, 6, 8, 1, 8, 8, 8, 8, 8, 10, 8, 8, 8, 8, 10, 8, 8, 8, 8, 8, 8, 8, 9, 8, 8, 8, 8, 8, 10, 8, 8, 8, 8, 8, 1, 6, 8, 9, 9, 8, 9, 8, 8, 8, 8, 8, 8, 10, 8, 8, 8, 8, 8, 8, 0, 8, 8, 8, 8, 8, 8, 8, 10, 8, 8, 9, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 9, 10, 1, 8, 8, 8, 8, 9, 8, 8, 6, 8, 8, 8, 8, 8, 8, 10, 10, 9, 8, 8, 0]"
0,[-1 -1  2  3 -2  1  3  1  3 -2  1  2 -3],8,30,-0.62,"[8, 8, 8, 8, 8, 8, 10, 8, 8, 6, 8, 8, 8, 8, 8, 8, 8, 10, 8, 8, 1, 8, 8, 8, 8, 8, 9, 8, 8, 8, 9, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 9, 8, 8, 8, 8, 9, 10, 8, 8, 9, 9, 9, 8, 8, 8, 8, 8, 8, 8, 8, 8, 1, 8, 1, 9, 8, 8, 10, 8, 0, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 10, 8, 8, 8, 8, 8, 9, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 10, 8, 8, 10, 8, 8, 8, 8, 8, 8, 6, 8, 8, 1, 8, 8, 8, 8, 8, 9, 8, 8, 0, 8, 8, 1, 8, 9, 8, 10, 8, 8, 9, 6, 9, 8, 8, 8, 9, 8, 8, 8, 8, 8, 0]"
0,[-3  1 -2 -1 -2  3 -1 -3  1],15,59,-0.5,"[1, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 9, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 0, 9, 8, 8, 1, 8, 8, 8, 8, 9, 9, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 10, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 1, 8, 8, 8, 8, 8, 10, 9, 8, 10, 8, 9, 9, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 0, 8, 1, 8, 8, 8, 9, 10, 8, 8, 9, 8, 8, 9, 1, 9, 9, 8, 8, 8, 8, 8, 9, 8, 9, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 0]"
0,[-3  1 -2 -1 -2  3 -1 -3  1],16,92,-0.94,"[8, 8, 8, 8, 8, 9, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 10, 8, 8, 8, 8, 8, 8, 8, 0, 8, 8, 8, 8, 8, 8, 9, 8, 8, 9, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 9, 1, 9, 8, 8, 8, 8, 8, 8, 9, 8, 8, 8, 9, 8, 8, 8, 9, 8, 8, 8, 8, 8, 8, 1, 1, 9, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 9, 9, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 9, 8, 8, 8, 8, 8, 8, 8, 8, 0, 10, 8, 8, 8, 1, 8, 8, 8, 8, 8, 8, 9, 8, 9, 8, 9, 10, 8, 8, 9, 10, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 9, 8, 9, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 10, 9, 8, 9, 8, 8, 8, 8, 8, 2, 8, 8, 0]"
0,[-3  1 -2 -1 -2  3 -1 -3  1],16,95,0.01,"[8, 9, 8, 8, 8, 8, 8, 8, 8, 0, 8, 8, 8, 8, 8, 9, 8, 8, 8, 8, 8, 8, 9, 8, 8, 8, 8, 9, 8, 8, 8, 9, 0, 8, 8, 8, 8, 8, 8, 8, 8, 8, 9, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 9, 8, 9, 8, 8, 8, 8, 9, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 0]"
0,[-3  1 -2 -1 -2  3 -1 -3  1],17,2,-0.18,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 9, 9, 8, 9, 8, 8, 0, 8, 8, 8, 8, 9, 8, 8, 8, 9, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 9, 8, 8, 8, 0, 1, 8, 8, 8, 8, 9, 8, 8, 8, 8, 8, 8, 8, 9, 8, 8, 9, 8, 9, 8, 8, 8, 8, 8, 8, 8, 9, 8, 8, 8, 9, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 10, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 10, 8, 8, 8, 8, 8, 8, 8, 8, 0]"
0,[-3  1 -2 -1 -2  3 -1 -3  1],17,23,-0.91,"[8, 8, 9, 8, 8, 8, 9, 8, 8, 8, 8, 8, 8, 8, 8, 9, 8, 8, 9, 8, 8, 8, 8, 8, 10, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 9, 9, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 9, 8, 8, 8, 8, 9, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 9, 9, 8, 8, 8, 8, 8, 8, 8, 8, 8, 10, 8, 9, 8, 9, 8, 8, 8, 8, 8, 8, 8, 8, 0, 9, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 0, 8, 9, 8, 8, 8, 8, 8, 8, 8, 8, 8, 9, 8, 8, 8, 9, 8, 8, 8, 8, 8, 8, 8, 9, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 9, 8, 8, 8, 9, 8, 8, 8, 8, 9, 9, 8, 9, 8, 8, 8, 1, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 0]"
0,[-3  1 -2 -1 -2  3 -1 -3  1],17,31,-0.34,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 9, 8, 8, 8, 8, 3, 8, 8, 8, 8, 8, 10, 1, 8, 8, 8, 1, 8, 8, 8, 8, 8, 8, 1, 9, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 10, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 6, 10, 8, 10, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 9, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 9, 8, 8, 8, 8, 8, 8, 8, 8, 0, 8, 8, 9, 9, 8, 9, 9, 8, 10, 8, 0, 8, 8, 0]"
