,Braid,Epoch,Step,Reward,Action_list
0,[-1 -2 -3 -3 -2  3  1  2  3  1 -3],0,3,-0.28,"[8, 8, 10, 8, 8, 8, 8, 8, 10, 8, 8, 8, 8, 8, 8, 8, 10, 1, 3, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 1, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 9, 8, 8, 8, 8, 10, 8, 8, 8, 8, 10, 9, 8, 0, 8, 10, 8, 8, 1, 8, 8, 10, 8, 8, 8, 8, 8, 8, 8, 8, 9, 8, 8, 8, 8, 10, 8, 8, 8, 8, 8, 8, 8, 8, 10, 8, 8, 8, 8, 8, 9, 8, 8, 8, 8, 8, 8, 1, 8, 8, 1, 8, 8, 8, 10, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 0, 9, 8, 0]"
0,[-1 -2 -3 -3 -2  3  1  2  3  1 -3],0,4,0.33,"[8, 8, 8, 8, 8, 2, 8, 8, 8, 8, 10, 8, 8, 8, 8, 8, 8, 8, 9, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 2, 8, 8, 9, 8, 8, 10, 8, 8, 0, 8, 0, 8, 8, 8, 8, 5, 8, 0]"
0,[-1 -2 -3 -3 -2  3  1  2  3  1 -3],0,5,-0.05,"[8, 8, 8, 3, 1, 8, 8, 9, 8, 8, 8, 8, 8, 8, 8, 8, 8, 9, 8, 8, 10, 9, 10, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 10, 8, 8, 8, 8, 10, 8, 8, 8, 9, 9, 8, 8, 8, 8, 8, 8, 8, 9, 0, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 9, 8, 8, 8, 8, 8, 5, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 10, 8, 8, 0, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 0]"
0,[-1 -2 -3 -3 -2  3  1  2  3  1 -3],0,10,-0.59,"[8, 3, 8, 10, 8, 8, 8, 8, 8, 10, 8, 8, 8, 8, 8, 8, 8, 10, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 10, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 10, 8, 8, 8, 8, 8, 8, 8, 10, 8, 8, 8, 8, 8, 8, 8, 9, 8, 10, 8, 8, 8, 8, 8, 8, 8, 8, 1, 8, 8, 9, 8, 10, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 10, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 2, 8, 8, 8, 0, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 10, 8, 1, 8, 8, 8, 0, 8, 2, 8, 8, 8, 10, 8, 10, 8, 8, 8, 8, 8, 9, 8, 8, 8, 8, 8, 8, 8, 8, 9, 8, 8, 0]"
0,[-1 -2 -3 -3 -2  3  1  2  3  1 -3],0,13,-0.6,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 9, 3, 8, 8, 8, 8, 8, 8, 10, 8, 8, 8, 8, 8, 8, 8, 8, 3, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 10, 8, 8, 8, 8, 9, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 0, 8, 8, 8, 8, 8, 8, 8, 8, 9, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 5, 8, 3, 8, 8, 8, 9, 10, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 10, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 1, 10, 1, 8, 9, 8, 8, 7, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 10, 8, 8, 0, 8, 9, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 10, 8, 8, 8, 8, 0]"
0,[-1 -2 -3 -3 -2  3  1  2  3  1 -3],0,14,0.06,"[9, 8, 8, 8, 8, 8, 8, 8, 8, 10, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 10, 8, 8, 0, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 3, 8, 8, 8, 8, 8, 8, 8, 9, 8, 1, 8, 8, 8, 8, 10, 8, 10, 8, 9, 1, 8, 9, 10, 8, 8, 8, 8, 0, 8, 8, 8, 8, 1, 8, 3, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 10, 0]"
0,[-1 -2 -3 -3 -2  3  1  2  3  1 -3],0,15,0.45,"[8, 9, 8, 8, 8, 8, 8, 8, 10, 8, 8, 8, 8, 8, 8, 9, 8, 8, 8, 8, 0, 8, 8, 8, 3, 8, 8, 1, 8, 10, 8, 8, 8, 8, 0, 8, 9, 8, 1, 8, 8, 8, 8, 8, 8, 8, 8, 8, 10, 8, 8, 8, 8, 3, 0]"
0,[-1 -2 -3 -3 -2  3  1  2  3  1 -3],0,29,0.18,"[8, 8, 8, 8, 8, 8, 8, 10, 9, 8, 1, 8, 8, 10, 8, 8, 8, 1, 8, 8, 8, 8, 9, 8, 8, 8, 8, 8, 3, 8, 8, 9, 8, 8, 8, 10, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 0, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 1, 10, 8, 8, 8, 8, 8, 0, 8, 8, 8, 8, 8, 8, 8, 10, 10, 8, 8, 8, 8, 8, 0]"
0,[-1 -2 -3 -3 -2  3  1  2  3  1 -3],0,32,0.16,"[8, 8, 9, 8, 8, 1, 10, 5, 8, 8, 9, 8, 8, 8, 8, 8, 1, 8, 8, 8, 8, 10, 8, 8, 8, 10, 8, 8, 0, 8, 8, 8, 8, 8, 10, 8, 8, 8, 8, 8, 8, 8, 9, 3, 8, 10, 8, 8, 8, 8, 9, 3, 8, 8, 8, 8, 8, 8, 8, 8, 0, 8, 3, 7, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 9, 10, 8, 0]"
0,[-1 -2 -3 -3 -2  3  1  2  3  1 -3],0,37,-0.34,"[8, 8, 8, 8, 10, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 10, 8, 8, 8, 8, 9, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 10, 8, 1, 8, 8, 8, 8, 8, 8, 8, 8, 10, 3, 8, 8, 10, 8, 8, 9, 7, 8, 8, 10, 8, 8, 8, 8, 8, 8, 10, 8, 8, 3, 8, 8, 10, 8, 8, 8, 8, 8, 10, 8, 8, 8, 8, 8, 8, 8, 8, 1, 8, 9, 9, 8, 10, 8, 8, 10, 8, 8, 0, 1, 8, 8, 0, 9, 9, 8, 8, 8, 8, 10, 8, 8, 8, 10, 8, 10, 8, 8, 9, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 7, 8, 0]"
