,Braid,Epoch,Step,Reward,Action_list
0,[-1 -1  2 -1 -1 -2  1 -2  1 -2],0,9,-1.66,"[10, 8, 9, 8, 8, 8, 8, 8, 8, 8, 0, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 9, 8, 8, 8, 0, 9, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 9, 8, 0, 8, 8, 8, 8, 8, 1, 8, 10, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 0]"
0,[-1 -1  2 -1 -1 -2  1 -2  1 -2],0,11,-2.65,"[8, 8, 8, 9, 8, 8, 8, 8, 8, 10, 8, 8, 8, 8, 8, 8, 8, 8, 8, 10, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 1, 8, 10, 1, 8, 8, 8, 8, 10, 8, 8, 8, 6, 8, 1, 8, 8, 8, 8, 8, 8, 0, 8, 8, 8, 2, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 9, 8, 8, 10, 8, 6, 8, 8, 8, 8, 8, 8, 10, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 9, 8, 9, 8, 8, 8, 8, 8, 1, 8, 8, 9, 8, 8, 8, 8, 8, 8, 9, 8, 8, 0, 8, 0, 8, 8, 8, 1, 8, 8, 8, 8, 8, 8, 8, 9, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 6, 8, 8, 8, 10, 8, 8, 0]"
0,[-1 -1  2 -1 -1 -2  1 -2  1 -2],0,13,-1.6,"[8, 8, 8, 8, 8, 0, 8, 8, 10, 8, 8, 8, 8, 8, 8, 6, 8, 8, 8, 1, 8, 1, 8, 0, 10, 8, 1, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 0, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 9, 8, 9, 8, 8, 8, 8, 8, 8, 0]"
0,[-1 -1  2 -1 -1 -2  1 -2  1 -2],0,18,-1.92,"[9, 1, 8, 8, 8, 8, 10, 0, 6, 1, 8, 8, 8, 0, 8, 8, 6, 8, 8, 8, 8, 8, 8, 1, 8, 8, 8, 8, 8, 8, 9, 8, 8, 8, 8, 8, 8, 6, 8, 8, 8, 8, 8, 9, 9, 8, 8, 8, 8, 8, 6, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 10, 0, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 10, 10, 8, 9, 8, 8, 8, 8, 8, 8, 8, 8, 8, 0]"
0,[-1 -1  2 -1 -1 -2  1 -2  1 -2],0,28,-2.23,"[8, 1, 8, 8, 9, 10, 8, 8, 9, 8, 8, 8, 0, 8, 8, 8, 8, 8, 8, 8, 8, 8, 1, 8, 8, 8, 0, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 9, 9, 8, 9, 8, 1, 8, 8, 8, 8, 8, 8, 8, 9, 8, 9, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 9, 0, 8, 8, 8, 8, 8, 8, 10, 8, 8, 8, 8, 8, 9, 8, 8, 8, 8, 8, 9, 8, 8, 8, 8, 8, 8, 8, 9, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 9, 0]"
0,[-1 -1  2 -1 -1 -2  1 -2  1 -2],0,29,-1.56,"[8, 0, 8, 8, 8, 8, 8, 0, 3, 9, 8, 8, 8, 8, 6, 8, 8, 8, 8, 10, 8, 8, 8, 1, 8, 8, 8, 8, 8, 8, 8, 8, 9, 8, 8, 8, 9, 8, 8, 8, 8, 8, 8, 8, 10, 8, 8, 8, 8, 8, 0, 8, 8, 8, 9, 0]"
0,[-1 -1  2 -1 -1 -2  1 -2  1 -2],0,30,-2.27,"[8, 8, 8, 10, 8, 8, 8, 8, 10, 8, 8, 8, 8, 9, 8, 8, 8, 8, 8, 8, 8, 9, 8, 0, 8, 8, 8, 8, 8, 0, 8, 8, 8, 6, 8, 1, 8, 9, 8, 8, 8, 8, 9, 8, 9, 8, 8, 0, 8, 8, 10, 8, 10, 6, 10, 8, 8, 8, 8, 8, 6, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 9, 8, 10, 8, 8, 2, 8, 8, 8, 8, 9, 8, 9, 8, 8, 8, 8, 8, 9, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 3, 8, 8, 8, 8, 8, 10, 8, 8, 8, 8, 8, 8, 8, 1, 8, 8, 8, 8, 8, 8, 9, 8, 8, 0]"
0,[-1 -1  2 -1 -1 -2  1 -2  1 -2],0,34,-2.89,"[8, 8, 0, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 3, 8, 8, 8, 9, 8, 8, 8, 8, 9, 10, 8, 9, 8, 8, 9, 8, 8, 8, 8, 8, 9, 8, 8, 8, 8, 9, 10, 8, 8, 8, 8, 1, 8, 8, 8, 9, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 1, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 6, 8, 1, 8, 9, 8, 8, 8, 9, 8, 8, 9, 8, 8, 8, 8, 8, 8, 10, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 0, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 10, 9, 9, 8, 8, 8, 8, 8, 8, 8, 8, 8, 6, 8, 8, 8, 8, 8, 8, 0, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 6, 8, 8, 10, 8, 8, 9, 8, 8, 8, 8, 0]"
0,[-1 -1  2 -1 -1 -2  1 -2  1 -2],0,39,-1.89,"[9, 8, 8, 8, 0, 8, 8, 6, 8, 6, 9, 8, 9, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 6, 8, 8, 8, 8, 0, 8, 8, 8, 8, 8, 8, 0, 8, 8, 8, 8, 8, 8, 8, 1, 8, 8, 8, 8, 10, 8, 8, 8, 8, 8, 8, 8, 8, 1, 8, 8, 8, 1, 8, 6, 8, 8, 8, 6, 8, 8, 8, 8, 8, 8, 8, 10, 8, 9, 8, 8, 0]"
0,[-1 -1  2 -1 -1 -2  1 -2  1 -2],0,40,-2.51,"[8, 8, 8, 8, 8, 8, 8, 8, 8, 6, 8, 8, 8, 0, 8, 8, 8, 8, 8, 8, 9, 8, 8, 0, 8, 8, 8, 8, 6, 8, 8, 8, 8, 8, 8, 8, 10, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 6, 8, 8, 9, 8, 8, 8, 8, 8, 8, 8, 9, 8, 8, 8, 10, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 9, 8, 8, 10, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 10, 8, 8, 8, 10, 8, 8, 8, 8, 8, 8, 8, 8, 8, 10, 8, 10, 8, 8, 0, 8, 8, 8, 10, 8, 8, 8, 8, 8, 8, 10, 8, 8, 9, 10, 8, 8, 8, 8, 8, 8, 8, 8, 0]"
